ID	ACCESSION-2	Start	End	strand	Chromosome
NCU01959	NCU01959.7	1859093	1860424	+	supercont10.1 of Neurospora crassa (OR74A)
NCU01955	NCU01955.7	1873445	1875333	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02735	NCU02735.7	3365203	3367197	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01692	NCU01692.7	2704738	2706814	+	supercont10.2 of Neurospora crassa (OR74A)
NCU11847	NCU16680.7	2549334	2552226	+	supercont10.3 of Neurospora crassa (OR74A)
NCU01491	NCU01491.7	3295125	3296680	-	supercont10.2 of Neurospora crassa (OR74A)
NCU06483	NCU06483.7	1567943	1570179	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07979	NCU07979.7	3787059	3788294	+	supercont10.4 of Neurospora crassa (OR74A)
NCU03369	NCU03369.7	942066	943595	+	supercont10.2 of Neurospora crassa (OR74A)
NCU00344	NCU00344.7	3524971	3528097	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05833	NCU05833.7	268268	271952	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00464	NCU00464.7	3957227	3958584	-	supercont10.3 of Neurospora crassa (OR74A)
NCU08895	NCU08895.7	731730	733899	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05356	NCU05356.7	1409842	1412345	+	supercont10.2 of Neurospora crassa (OR74A)
NCU10572	NCU10572.7	32137	33547	+	supercont10.4 of Neurospora crassa (OR74A)
NCU07831	NCU07831.7	1003158	1006331	-	supercont10.3 of Neurospora crassa (OR74A)
NCU11256	NCU02417.7	1689096	1690443	+	supercont10.7 of Neurospora crassa (OR74A)
NCU12073	NCU17062.7	4048698	4052816	+	supercont10.7 of Neurospora crassa (OR74A)
NCU10346	NCU10346.7	1567945	1576595	-	supercont10.2 of Neurospora crassa (OR74A)
NCU01891	NCU01891.7	2128881	2130127	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09368	NCU09368.7	3566627	3569405	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00693	NCU00693.7	7528399	7529857	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05691	NCU05691.7	521238	522752	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09375	NCU09375.7	3530171	3531720	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07166	NCU07166.7	6372027	6373806	+	supercont10.5 of Neurospora crassa (OR74A)
NCU08334	NCU08334.7	5716195	5720431	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04165	NCU04165.7	5051021	5052629	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01382	NCU01382.7	3842379	3845572	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09426	NCU09426.7	3094866	3096323	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03407	NCU03407.7	827698	830622	-	supercont10.2 of Neurospora crassa (OR74A)
NCU05375	NCU05375.7	1448357	1453996	+	supercont10.2 of Neurospora crassa (OR74A)
NCU02522	NCU02522.7	2606656	2608686	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05580	NCU05580.7	1441109	1442788	+	supercont10.6 of Neurospora crassa (OR74A)
NCU11814	NCU16634.7	82561	83537	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11497	NCU16390.7	4497183	4497570	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03286	NCU03286.7	5179768	5180416	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04654	NCU04654.7	1322211	1323806	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07850	NCU07850.7	1099925	1102909	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06610	NCU06610.7	1798222	1799999	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09308	NCU09308.7	4306303	4308532	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11261	NCU11261.7	2291218	2292242	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03117	NCU03117.7	4621879	4624087	+	supercont10.1 of Neurospora crassa (OR74A)
NCU06245	NCU06245.7	2027776	2030513	-	supercont10.3 of Neurospora crassa (OR74A)
NCU00309	NCU00309.7	3386277	3388955	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05422	NCU05422.7	1587776	1591167	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06791	NCU06791.7	1928027	1930542	-	supercont10.2 of Neurospora crassa (OR74A)
NCU06594	NCU06594.7	1748494	1750488	-	supercont10.4 of Neurospora crassa (OR74A)
NCU08283	NCU08283.7	2550091	2554357	+	supercont10.4 of Neurospora crassa (OR74A)
NCU11331	NCU11331.7	1406367	1408806	+	supercont10.2 of Neurospora crassa (OR74A)
NCU00443	NCU00443.7	3878795	3880981	+	supercont10.3 of Neurospora crassa (OR74A)
NCU05884	NCU05884.7	93835	95514	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02311	NCU02311.7	1287427	1288233	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03716	NCU03716.7	2187713	2188564	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07631	NCU07631.7	326521	327813	-	supercont10.4 of Neurospora crassa (OR74A)
NCU05900	NCU05900.7	33615	35109	-	supercont10.7 of Neurospora crassa (OR74A)
NCU09176	NCU09176.7	261097	262309	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11991	NCU17252.7	4213602	4216733	+	supercont10.2 of Neurospora crassa (OR74A)
NCU01392	NCU01392.7	3881975	3882848	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09968	NCU09968.7	309679	313666	-	supercont10.6 of Neurospora crassa (OR74A)
NCU00807	NCU00807.7	7095246	7095942	-	supercont10.1 of Neurospora crassa (OR74A)
NCU05191	NCU05191.7	5806268	5807631	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03766	NCU03766.7	2346343	2347308	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09529	NCU09529.7	4479629	4482827	-	supercont10.5 of Neurospora crassa (OR74A)
NCU03789	NCU03789.7	2420296	2422699	+	supercont10.5 of Neurospora crassa (OR74A)
NCU02510	NCU02510.7	2559268	2565052	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07217	NCU07217.7	6220001	6220672	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00801	NCU00801.7	7121829	7124065	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09030	NCU09030.7	3870003	3873291	-	supercont10.7 of Neurospora crassa (OR74A)
NCU06517	NCU06517.7	1502152	1502868	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00907	NCU00907.7	6801129	6801527	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01116	NCU01116.7	2955497	2957374	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09214	NCU09214.7	5876575	5877913	+	supercont10.1 of Neurospora crassa (OR74A)
NCU00413	NCU00413.7	3769771	3771556	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09162	NCU09162.7	213429	217645	+	supercont10.3 of Neurospora crassa (OR74A)
NCU02212	NCU02212.7	939902	941210	+	supercont10.7 of Neurospora crassa (OR74A)
NCU04265	NCU04265.7	5424523	5426869	-	supercont10.5 of Neurospora crassa (OR74A)
NCU12164	NCU10911.7	3846114	3848671	-	supercont10.6 of Neurospora crassa (OR74A)
NCU08100	NCU08100.7	256166	256627	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04928	NCU04928.7	773886	775168	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07089	NCU07089.7	200047	201341	+	supercont10.6 of Neurospora crassa (OR74A)
NCU08894	NCU08894.7	735567	737731	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08193	NCU08193.7	4607840	4609154	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09649	NCU09649.7	64639	66942	+	supercont10.4 of Neurospora crassa (OR74A)
NCU06650	NCU06650.7	4123175	4123939	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09187	NCU09187.7	287851	290825	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09372	NCU09372.7	3541003	3541793	-	supercont10.1 of Neurospora crassa (OR74A)
NCU01347	NCU01347.7	3727252	3728966	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07333	NCU07333.7	4340111	4342308	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04431	NCU04431.7	3383399	3384745	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02010	NCU02010.7	1685881	1689086	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03726	NCU03726.7	2221192	2222760	+	supercont10.5 of Neurospora crassa (OR74A)
NCU03909	NCU03909.7	2518082	2518990	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02605	NCU02605.7	2877517	2878864	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09259	NCU09259.7	9376264	9378819	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04594	NCU04594.7	1571320	1572587	+	supercont10.5 of Neurospora crassa (OR74A)
NCU11580	NCU16917.7	9637862	9639432	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04260	NCU04260.7	5400355	5401893	+	supercont10.5 of Neurospora crassa (OR74A)
NCU01207	NCU01207.7	3236712	3239751	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04114	NCU04114.7	4896111	4897200	+	supercont10.5 of Neurospora crassa (OR74A)
NCU04364	NCU04364.7	3628276	3631677	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00864	NCU00864.7	6921170	6922394	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11065	NCU00616.7	7821938	7823808	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03304	NCU03304.7	5257505	5258944	+	supercont10.1 of Neurospora crassa (OR74A)
NCU08317	NCU08317.7	2428530	2431640	-	supercont10.4 of Neurospora crassa (OR74A)
NCU03562	NCU03562.7	219338	223893	+	supercont10.2 of Neurospora crassa (OR74A)
NCU07658	NCU07658.7	424562	430443	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00957	NCU00957.7	6582047	6583854	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00105	NCU00105.7	2640084	2641453	+	supercont10.3 of Neurospora crassa (OR74A)
NCU03164	NCU03164.7	4763978	4770038	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00494	NCU00494.7	4051508	4054296	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00161	NCU00161.7	2844548	2847517	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00795	NCU00795.7	7140514	7142533	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09965	NCU09965.7	6060921	6062353	-	supercont10.5 of Neurospora crassa (OR74A)
NCU05681	NCU05681.7	472740	473828	+	supercont10.3 of Neurospora crassa (OR74A)
NCU09631	NCU09631.7	15943	17750	-	supercont10.2 of Neurospora crassa (OR74A)
NCU06894	NCU06894.7	3563745	3565615	+	supercont10.7 of Neurospora crassa (OR74A)
NCU07238	NCU07238.7	6135185	6138078	+	supercont10.5 of Neurospora crassa (OR74A)
NCU07975	NCU07975.7	3775163	3778666	-	supercont10.4 of Neurospora crassa (OR74A)
NCU11886	NCU03470.7	4920188	4922341	-	supercont10.3 of Neurospora crassa (OR74A)
NCU09978	NCU09978.7	2364440	2366871	+	supercont10.1 of Neurospora crassa (OR74A)
NCU02898	NCU02898.7	8756802	8761126	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05876	NCU05876.7	118678	121529	-	supercont10.7 of Neurospora crassa (OR74A)
NCU12137	NCU12137.7	2339926	2341230	-	supercont10.6 of Neurospora crassa (OR74A)
NCU02905	NCU02905.7	8737073	8738766	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07481	NCU07481.7	474658	478227	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04117	NCU04117.7	4901568	4904756	+	supercont10.5 of Neurospora crassa (OR74A)
NCU00027	NCU00027.7	2341059	2341831	+	supercont10.3 of Neurospora crassa (OR74A)
NCU03416	NCU03416.7	800614	804577	-	supercont10.2 of Neurospora crassa (OR74A)
NCU07531	NCU07531.7	4480570	4483197	-	supercont10.3 of Neurospora crassa (OR74A)
NCU06372	NCU06372.7	2752924	2754199	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01191	NCU01191.7	3185441	3186748	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08382	NCU08382.7	5526543	5529804	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03372	NCU03372.7	934043	936042	+	supercont10.2 of Neurospora crassa (OR74A)
NCU06049	NCU06049.7	2273744	2276197	+	supercont10.7 of Neurospora crassa (OR74A)
NCU02847	NCU02847.7	8925738	8926904	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04873	NCU04873.7	573399	574395	+	supercont10.4 of Neurospora crassa (OR74A)
NCU02099	NCU02099.7	1294508	1296535	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04264	NCU04264.7	5421149	5424095	+	supercont10.5 of Neurospora crassa (OR74A)
NCU02269	NCU02269.7	1136883	1138002	-	supercont10.7 of Neurospora crassa (OR74A)
NCU07653	NCU07653.7	413469	413878	+	supercont10.4 of Neurospora crassa (OR74A)
NCU01793	NCU01793.7	2394097	2396417	+	supercont10.2 of Neurospora crassa (OR74A)
NCU01646	NCU01646.7	2821042	2823754	+	supercont10.2 of Neurospora crassa (OR74A)
NCU11638	NCU01453.7	3636465	3637061	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02954	NCU02954.7	8600699	8602454	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09703	NCU09703.7	2846175	2847172	-	supercont10.7 of Neurospora crassa (OR74A)
NCU04413	NCU04413.7	3453318	3455168	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07053	NCU07053.7	348239	349971	-	supercont10.6 of Neurospora crassa (OR74A)
NCU01458	NCU01458.7	4677558	4678579	-	supercont10.5 of Neurospora crassa (OR74A)
NCU00099	NCU00099.7	2612528	2612788	-	supercont10.3 of Neurospora crassa (OR74A)
NCU10621	NCU10621.7	4836712	4838100	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03708	NCU03708.7	2164452	2165679	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09586	NCU09586.7	3336666	3337989	-	supercont10.7 of Neurospora crassa (OR74A)
NCU02036	NCU02036.7	1600663	1607138	-	supercont10.1 of Neurospora crassa (OR74A)
NCU07703	NCU07703.7	2159619	2160997	-	supercont10.4 of Neurospora crassa (OR74A)
NCU00692	NCU00692.7	7530307	7532510	+	supercont10.1 of Neurospora crassa (OR74A)
NCU10644	NCU10644.7	588839	589543	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04335	NCU04335.7	3737724	3741075	+	supercont10.4 of Neurospora crassa (OR74A)
NCU11900	NCU05349.7	363983	365363	+	supercont10.2 of Neurospora crassa (OR74A)
NCU01413	NCU01413.7	3973498	3976286	-	supercont10.5 of Neurospora crassa (OR74A)
NCU04945	NCU04945.7	824652	826136	+	supercont10.4 of Neurospora crassa (OR74A)
NCU07004	NCU07004.7	4860257	4864728	-	supercont10.4 of Neurospora crassa (OR74A)
NCU08674	NCU08674.7	4147091	4151119	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02211	NCU02211.7	933636	936354	-	supercont10.7 of Neurospora crassa (OR74A)
NCU10119	NCU09163.7	219919	221618	-	supercont10.3 of Neurospora crassa (OR74A)
NCU05240	NCU05240.7	5642772	5644047	+	supercont10.4 of Neurospora crassa (OR74A)
NCU12168	NCU12150.7	4127958	4128488	-	supercont10.6 of Neurospora crassa (OR74A)
NCU03888	NCU03888.7	2580964	2583527	+	supercont10.6 of Neurospora crassa (OR74A)
NCU05093	NCU05093.7	3759862	3761894	-	supercont10.6 of Neurospora crassa (OR74A)
NCU01202	NCU01202.7	3223676	3225181	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07589	NCU07589.7	161971	162885	-	supercont10.4 of Neurospora crassa (OR74A)
NCU01828	NCU01828.7	2266353	2266867	-	supercont10.2 of Neurospora crassa (OR74A)
NCU03233	NCU03233.7	4991930	4992789	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07854	NCU07854.7	1114348	1119926	+	supercont10.3 of Neurospora crassa (OR74A)
NCU11618	NCU16980.7	3049692	3050444	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08604	NCU08604.7	9567491	9572324	-	supercont10.1 of Neurospora crassa (OR74A)
NCU11573	NCU16497.7	8935176	8936293	-	supercont10.1 of Neurospora crassa (OR74A)
NCU06305	NCU06305.7	2979142	2980954	+	supercont10.4 of Neurospora crassa (OR74A)
NCU08168	NCU08168.7	645724	646834	-	supercont10.7 of Neurospora crassa (OR74A)
NCU03899	NCU03899.7	2536389	2539103	+	supercont10.6 of Neurospora crassa (OR74A)
NCU09388	NCU09388.7	3495855	3498818	+	supercont10.1 of Neurospora crassa (OR74A)
NCU09247	NCU09247.7	9419303	9421514	+	supercont10.1 of Neurospora crassa (OR74A)
NCU11579	NCU16916.7	239110	239682	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04433	NCU04433.7	3376782	3379697	+	supercont10.4 of Neurospora crassa (OR74A)
NCU11717	NCU16786.7	2311039	2312603	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09765	NCU09765.7	4300570	4301915	-	supercont10.2 of Neurospora crassa (OR74A)
NCU09240	NCU09240.7	9445602	9448095	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03753	NCU03753.7	2302672	2303443	-	supercont10.5 of Neurospora crassa (OR74A)
NCU02976	NCU02976.7	8529635	8533591	-	supercont10.1 of Neurospora crassa (OR74A)
NCU02872	NCU02872.7	8853835	8856018	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08255	NCU08255.7	4791553	4792371	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07552	NCU07552.7	4401122	4402920	-	supercont10.3 of Neurospora crassa (OR74A)
NCU07115	NCU07115.7	128969	130837	-	supercont10.6 of Neurospora crassa (OR74A)
NCU06112	NCU06112.7	2495429	2497421	+	supercont10.7 of Neurospora crassa (OR74A)
NCU09464	NCU09464.7	4367027	4367620	+	supercont10.2 of Neurospora crassa (OR74A)
NCU02219	NCU02219.7	962964	965803	-	supercont10.7 of Neurospora crassa (OR74A)
NCU04420	NCU04420.7	3422259	3422962	+	supercont10.4 of Neurospora crassa (OR74A)
NCU04267	NCU04267.7	5430549	5432426	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08491	NCU08491.7	3476838	3477441	-	supercont10.2 of Neurospora crassa (OR74A)
NCU09958	NCU09958.7	6047123	6049161	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08570	NCU08570.7	4873986	4874990	+	supercont10.3 of Neurospora crassa (OR74A)
NCU07648	NCU07648.7	393308	398274	+	supercont10.4 of Neurospora crassa (OR74A)
NCU07008	NCU07008.7	4874296	4875936	-	supercont10.4 of Neurospora crassa (OR74A)
NCU06057	NCU06057.7	2301765	2303556	-	supercont10.7 of Neurospora crassa (OR74A)
NCU11321	NCU11321.7	1532096	1533790	-	supercont10.4 of Neurospora crassa (OR74A)
NCU11421	NCU09303.7	4244191	4245872	+	supercont10.7 of Neurospora crassa (OR74A)
NCU10039	NCU10039.7	5941461	5943316	+	supercont10.4 of Neurospora crassa (OR74A)
NCU07224	NCU07224.7	6201907	6203334	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01462	NCU01462.7	4660144	4661351	+	supercont10.5 of Neurospora crassa (OR74A)
NCU05192	NCU05192.7	5804052	5805628	+	supercont10.4 of Neurospora crassa (OR74A)
NCU05820	NCU05820.7	319258	321128	+	supercont10.7 of Neurospora crassa (OR74A)
NCU03765	NCU03765.7	2343234	2345934	-	supercont10.5 of Neurospora crassa (OR74A)
NCU01781	NCU01781.7	2462714	2465176	+	supercont10.2 of Neurospora crassa (OR74A)
NCU03297	NCU03297.7	5221902	5224245	-	supercont10.1 of Neurospora crassa (OR74A)
NCU04888	NCU04888.7	639832	641006	-	supercont10.4 of Neurospora crassa (OR74A)
NCU09151	NCU09151.7	167713	169173	-	supercont10.3 of Neurospora crassa (OR74A)
NCU00542	NCU00542.7	8067835	8070157	+	supercont10.1 of Neurospora crassa (OR74A)
NCU07516	NCU07516.7	4546066	4551647	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03001	NCU03001.7	8471500	8473235	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04107	NCU04107.7	4864450	4865151	-	supercont10.5 of Neurospora crassa (OR74A)
NCU09020	NCU09020.7	3899613	3902122	-	supercont10.7 of Neurospora crassa (OR74A)
NCU06953	NCU06953.7	3367990	3368719	-	supercont10.7 of Neurospora crassa (OR74A)
NCU04755	NCU04755.7	686723	690024	+	supercont10.6 of Neurospora crassa (OR74A)
NCU05004	NCU05004.7	4117160	4118515	-	supercont10.6 of Neurospora crassa (OR74A)
NCU05268	NCU05268.7	5526544	5529412	-	supercont10.4 of Neurospora crassa (OR74A)
NCU07584	NCU07584.7	150850	153142	-	supercont10.4 of Neurospora crassa (OR74A)
NCU05239	NCU05239.7	5645121	5649288	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04322	NCU04322.7	5612485	5614441	-	supercont10.5 of Neurospora crassa (OR74A)
NCU04911	NCU04911.7	707642	709996	-	supercont10.4 of Neurospora crassa (OR74A)
NCU05903	NCU05903.7	19795	21011	-	supercont10.7 of Neurospora crassa (OR74A)
NCU00916	NCU00916.7	6744606	6747886	-	supercont10.1 of Neurospora crassa (OR74A)
NCU09437	NCU09437.7	4070032	4073639	+	supercont10.7 of Neurospora crassa (OR74A)
NCU08358	NCU08358.7	5635120	5640459	-	supercont10.1 of Neurospora crassa (OR74A)
NCU08325	NCU08325.7	2397018	2398793	-	supercont10.4 of Neurospora crassa (OR74A)
NCU04342	NCU04342.7	3715074	3716704	+	supercont10.4 of Neurospora crassa (OR74A)
NCU01322	NCU01322.7	3655447	3656508	+	supercont10.5 of Neurospora crassa (OR74A)
NCU02162	NCU02162.7	1042474	1044463	+	supercont10.1 of Neurospora crassa (OR74A)
NCU05248	NCU05248.7	5617261	5618392	+	supercont10.4 of Neurospora crassa (OR74A)
NCU09517	NCU09517.7	35785	37135	-	supercont10.3 of Neurospora crassa (OR74A)
NCU03792	NCU03792.7	2429918	2434053	+	supercont10.5 of Neurospora crassa (OR74A)
NCU06644	NCU06644.7	4101424	4105763	+	supercont10.5 of Neurospora crassa (OR74A)
NCU09115	NCU09115.7	5380445	5382753	+	supercont10.1 of Neurospora crassa (OR74A)
NCU04079	NCU04079.7	1955305	1958688	+	supercont10.6 of Neurospora crassa (OR74A)
NCU02644	NCU02644.7	3044336	3047910	+	supercont10.1 of Neurospora crassa (OR74A)
NCU03691	NCU03691.7	2094795	2096148	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08880	NCU08880.7	24104	26503	-	supercont10.5 of Neurospora crassa (OR74A)
NCU07024	NCU07024.7	4948633	4951189	-	supercont10.4 of Neurospora crassa (OR74A)
NCU02061	NCU02061.7	1500621	1501864	-	supercont10.1 of Neurospora crassa (OR74A)
NCU00203	NCU00203.7	2994352	2995763	+	supercont10.3 of Neurospora crassa (OR74A)
NCU00065	NCU00065.7	2489215	2491457	+	supercont10.3 of Neurospora crassa (OR74A)
NCU02747	NCU02747.7	3409486	3413812	-	supercont10.1 of Neurospora crassa (OR74A)
NCU03421	NCU03421.7	778462	780122	-	supercont10.2 of Neurospora crassa (OR74A)
NCU06677	NCU06677.7	4228289	4229374	+	supercont10.5 of Neurospora crassa (OR74A)
NCU06701	NCU06701.7	4327207	4330604	-	supercont10.5 of Neurospora crassa (OR74A)
NCU08857	NCU08857.7	107603	110020	+	supercont10.5 of Neurospora crassa (OR74A)
NCU01144	NCU01144.7	3015678	3017532	+	supercont10.5 of Neurospora crassa (OR74A)
NCU01589	NCU01589.7	3012916	3015387	+	supercont10.2 of Neurospora crassa (OR74A)
NCU02271	NCU02271.7	1141380	1143265	+	supercont10.7 of Neurospora crassa (OR74A)
NCU01505	NCU01505.7	3241959	3243540	+	supercont10.2 of Neurospora crassa (OR74A)
NCU11994	NCU17251.7	4265050	4266907	+	supercont10.2 of Neurospora crassa (OR74A)
NCU08367	NCU08367.7	5603890	5604766	-	supercont10.1 of Neurospora crassa (OR74A)
